repo,pr_number,pr_title,pr_url,comment_body,comment_url,reply_body,created_at,title,bug_category,severity,quality_score,llm_reasoning,evaluated_at
posthog/posthog,46617,feat(flags): add bulk delete functionality for feature flags,https://github.com/PostHog/posthog/pull/46617,"**Missing auth scope on action**

`bulk_delete` is a destructive endpoint but it lacks `required_scopes`/permission configuration, unlike other actions in this viewset (e.g. `dependent_flags` has `required_scopes=[""feature_flag:read""]`). As written, this endpoint won't be protected by the API-scopes layer and may be callable by tokens that shouldn’t be able to delete feature flags. Please add the appropriate write scope/permission requirements consistent with the rest of the feature flag API.

**Context Used:** Context from `dashboard` - When implementing new features, ensure that ownership validation is included to prevent unauthorized... ([source](https://app.greptile.com/review/custom-context?memory=9655b466-451a-401a-9ba0-5bf3e7b7f9f8))

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: posthog/api/feature_flag.py
Line: 1853:1856

Comment:
**Missing auth scope on action**

`bulk_delete` is a destructive endpoint but it lacks `required_scopes`/permission configuration, unlike other actions in this viewset (e.g. `dependent_flags` has `required_scopes=[""feature_flag:read""]`). As written, this endpoint won't be protected by the API-scopes layer and may be callable by tokens that shouldn’t be able to delete feature flags. Please add the appropriate write scope/permission requirements consistent with the rest of the feature flag API.

**Context Used:** Context from `dashboard` - When implementing new features, ensure that ownership validation is included to prevent unauthorized... ([source](https://app.greptile.com/review/custom-context?memory=9655b466-451a-401a-9ba0-5bf3e7b7f9f8))

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/46617#discussion_r2766393311,,2026-02-04T23:25:00+00:00,Missing auth scope on bulk_delete endpoint,security,high,8,"This is a genuine security vulnerability - a destructive bulk delete endpoint for feature flags lacks required API scopes, meaning tokens without delete permissions could potentially delete feature flags. This is a meaningful authorization bypass that could affect production systems, though it requires specific API token access scenarios to exploit.",2026-02-05T22:30:01.288944+00:00
posthog/posthog,46908,feat(duckling): add efficient full export mode for persons backfill,https://github.com/PostHog/posthog/pull/46908,"**Full export misses persons**

`export_persons_full_to_duckling_s3` uses an `INNER JOIN` from `person` to `person_distinct_id2`. Any person without at least one `person_distinct_id2` row will be omitted entirely from the export, which is a correctness regression versus “export all persons”. If the intent is truly all persons, this needs a `LEFT JOIN` (and a decision on how to represent missing `distinct_id` rows) or a separate export path for persons with no distinct IDs.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: posthog/dags/events_backfill_to_duckling.py
Line: 1199:1213

Comment:
**Full export misses persons**

`export_persons_full_to_duckling_s3` uses an `INNER JOIN` from `person` to `person_distinct_id2`. Any person without at least one `person_distinct_id2` row will be omitted entirely from the export, which is a correctness regression versus “export all persons”. If the intent is truly all persons, this needs a `LEFT JOIN` (and a decision on how to represent missing `distinct_id` rows) or a separate export path for persons with no distinct IDs.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/46908#discussion_r2766372358,,2026-02-04T23:15:42+00:00,INNER JOIN excludes persons without distinct IDs,data_integrity,high,8,"This is a meaningful data integrity bug where an INNER JOIN would silently exclude valid persons from a 'full export' operation, causing incomplete data backfills. The catch identifies a real correctness issue that could lead to missing data in production exports, which is a significant problem for data pipelines.",2026-02-05T22:30:01.288971+00:00
nvidia/nvflare,4126,[2.7] Snapshot task data only,https://github.com/NVIDIA/NVFlare/pull/4126,"<details>
<summary>Additional Comments (1)</summary>

**`nvflare/apis/impl/wf_comm_server.py`**
**Shared headers leak**

`task_data` points to `task._broadcast_data` for broadcast tasks, and this code mutates headers on that shared object (`set_header` for `TASK_ID` / `MSG_ROOT_ID` / `MSG_ROOT_TTL`) before returning `make_copy(task_data)`. Because `_broadcast_data` is reused across clients, concurrent/overlapping `process_task_request` calls can race and overwrite each other’s headers, so a client may receive a payload whose system headers correspond to a different client/task request. To avoid this, add per-client headers to the per-client copy (e.g., `out = make_copy(task_data)` then set headers on `out`) or otherwise ensure headers aren’t written into the shared `_broadcast_data` object.
</details>",https://github.com/NVIDIA/NVFlare/pull/4126#issuecomment-3850332732,,2026-02-04T23:59:00+00:00,Shared broadcast data headers overwritten by concurrent requests,concurrency,high,9,"Excellent catch of a race condition where shared broadcast data has headers mutated before copying, allowing concurrent task requests to receive incorrect system headers belonging to different clients/tasks. This is a subtle concurrency bug that could cause data integrity issues in production and is not something a compiler or linter would catch.",2026-02-05T22:30:01.288991+00:00
nvidia/physicsnemo,1372,Equivariant layers in three dimensions,https://github.com/NVIDIA/physicsnemo/pull/1372,"**Incorrect lmax/mmax check**

In `rotate_grid_coefficients`, the shape validation checks `if x.shape[1] < x.shape[2]: raise ValueError(""Expected lmax (dim 1) <= mmax (dim 2)"")`. This condition and message are inverted: with grid-layout SH coefficients you need `mmax <= lmax` (i.e., `x.shape[2] <= x.shape[1]`), so the check should error when `x.shape[2] > x.shape[1]`.

This currently rejects valid inputs like `(lmax=4, mmax=2)` and will break the SO(3) tests/workflow that use reduced `mmax`.

```suggestion
        if x.shape[2] > x.shape[1]:
            raise ValueError(f""Expected mmax (dim 2) <= lmax (dim 1), got {x.shape}"")
```",https://github.com/NVIDIA/physicsnemo/pull/1372#discussion_r2766527420,,2026-02-05T00:29:16+00:00,Inverted lmax/mmax validation condition in rotate_grid_coefficients,logic,high,8,"This is a genuine logic bug where the validation condition is inverted - it would reject valid inputs (lmax=4, mmax=2) while potentially accepting invalid ones. This affects the correctness of spherical harmonic coefficient processing and would break real workflows. The catch requires understanding of the mathematical constraints (mmax <= lmax) and is not something a linter or compiler would flag.",2026-02-05T22:30:01.289015+00:00
generaltranslation/gt,988,cli validate json errors function,https://github.com/generaltranslation/gt/pull/988,"**Map result isn't JSON**

`ValidationResult` is a `Map`, but `JSON.stringify(new Map(...))` produces `{}`. Since this function is named `getValidateJson` and the PR description says it “export errors … as json”, callers trying to emit/consume JSON will lose the data unless they manually convert the Map first. Consider returning a JSON-serializable shape (e.g., `Record<string, ValidationMessage[]>` or an array of `{file, messages}` entries) instead.


<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: packages/cli/src/translation/validate.ts
Line: 18:18

Comment:
**Map result isn't JSON**

`ValidationResult` is a `Map`, but `JSON.stringify(new Map(...))` produces `{}`. Since this function is named `getValidateJson` and the PR description says it “export errors … as json”, callers trying to emit/consume JSON will lose the data unless they manually convert the Map first. Consider returning a JSON-serializable shape (e.g., `Record<string, ValidationMessage[]>` or an array of `{file, messages}` entries) instead.


How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/generaltranslation/gt/pull/988#discussion_r2766626830,,2026-02-05T01:12:13+00:00,Map Not JSON Serializable in Validation Function,data_integrity,high,8,"This is a meaningful bug catch - JSON.stringify() on a Map produces '{}', which would silently lose all validation data when the function is specifically designed to export errors as JSON. This is a non-obvious JavaScript gotcha that would cause silent data loss in production, not something a compiler/linter would catch.",2026-02-05T22:30:01.289030+00:00
generaltranslation/gt,989,feat: translation manager,https://github.com/generaltranslation/gt/pull/989,"**Critical Bug: Missing config fields causes `getGTClass()` to fail**

The `standardizeConfig` function returns only `enableI18n`, `defaultLocale`, `locales`, and `customMapping`, but the `I18nManagerConfig` type (and `getGTClass()` usage) requires `projectId`, `runtimeUrl`, and credential fields.

These fields are never copied from the input `config` parameter:
- `this.config.projectId` will be `undefined` (used at line 129)
- `this.config.runtimeUrl` will be `undefined` (used at line 130)
- Credential fields will be `undefined` (used at lines 131-132)

This breaks any GT API functionality that depends on these values. The function should spread additional fields from the input config to ensure they are preserved in the returned config object.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: packages/i18n/src/i18n-manager/I18nManager.ts
Line: 157:168

Comment:
**Critical Bug: Missing config fields causes `getGTClass()` to fail**

The `standardizeConfig` function returns only `enableI18n`, `defaultLocale`, `locales`, and `customMapping`, but the `I18nManagerConfig` type (and `getGTClass()` usage) requires `projectId`, `runtimeUrl`, and credential fields.

These fields are never copied from the input `config` parameter:
- `this.config.projectId` will be `undefined` (used at line 129)
- `this.config.runtimeUrl` will be `undefined` (used at line 130)
- Credential fields will be `undefined` (used at lines 131-132)

This breaks any GT API functionality that depends on these values. The function should spread additional fields from the input config to ensure they are preserved in the returned config object.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/generaltranslation/gt/pull/989#discussion_r2766888949,,2026-02-05T03:31:07+00:00,Missing config fields in standardizeConfig causes undefined values,logic,high,8,"This is a genuine logic bug where the standardizeConfig function fails to preserve required config fields (projectId, runtimeUrl, credentials), causing downstream API functionality to break with undefined values. This would cause runtime failures in production when attempting to use GT API features.",2026-02-05T22:30:01.289051+00:00
nvidia/spark-rapids,14264,Fix GpuHashAggregateExec outputPartitioning for aliased grouping keys [databricks],https://github.com/NVIDIA/spark-rapids/pull/14264,"**Invalid child/output zip map**

`GpuHashAggregateExec.buildAttributeMap()` uses `child.output.zip(output).toMap` (`GpuAggregateExec.scala:2062`) but aggregate `output` is derived from `resultExpressions`, which is not guaranteed to be 1:1 positional with `child.output`. This can create incorrect mappings (e.g., mapping a non-grouping child attribute to an aggregate output attribute), which then causes `GpuPartitioningPreservingUnaryExecNode.outputPartitioning` to remap/dismiss partitioning incorrectly.

Fix: don’t build a positional `child.output`→`output` map here; for hash aggregate, only map explicitly aliased grouping attributes from `resultExpressions` (and otherwise rely on the trait’s identity behavior when outputs match).",https://github.com/NVIDIA/spark-rapids/pull/14264#discussion_r2766868937,Removed the child output zip map.,2026-02-05T03:18:47+00:00,Incorrect positional mapping between child output and aggregate result expressions,logic,high,8,"This catch identifies a subtle but significant logic bug where a positional zip mapping between child output and aggregate output creates incorrect attribute mappings when they aren't 1:1 aligned. This could cause incorrect query partitioning behavior in production Spark workloads, affecting data correctness. The bug requires understanding of Spark internals and isn't immediately obvious from surface-level code review.",2026-02-05T22:30:01.289082+00:00
generaltranslation/gt,991,feat: node i18n,https://github.com/generaltranslation/gt/pull/991,"`enterWith()` is unsafe in async contexts - it modifies the context for ALL concurrent requests. Use `run()` to create isolated scopes instead, or consider making `setItem` return the new store value so callers can pass it to `run()`.

See Node.js docs: ""The `enterWith` method is not recommended for production use as it can lead to unexpected behavior in async contexts.""

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: packages/node/src/AsyncStorageAdapter.ts
Line: 33:34

Comment:
`enterWith()` is unsafe in async contexts - it modifies the context for ALL concurrent requests. Use `run()` to create isolated scopes instead, or consider making `setItem` return the new store value so callers can pass it to `run()`.

See Node.js docs: ""The `enterWith` method is not recommended for production use as it can lead to unexpected behavior in async contexts.""

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/generaltranslation/gt/pull/991#discussion_r2767220332,,2026-02-05T05:33:12+00:00,enterWith() causes context leakage across concurrent requests,concurrency,high,8,This is a legitimate concurrency bug catch - using enterWith() in async contexts can cause request context bleeding where one user's data could leak to another concurrent request. This is a real production issue that could cause data integrity problems and potential security implications in a multi-user environment.,2026-02-05T22:30:01.289106+00:00
posthog/posthog,46940,fix: invalidate keys on quota,https://github.com/PostHog/posthog/pull/46940,"**Rate-limit invalidates key**

`rate_limit` is being treated as an API-key state error and persisted via `update_key_state_activity`, which will flip BYOK keys into `ERROR` on transient provider throttling. This will effectively disable otherwise-valid keys for users experiencing a temporary burst, and can cause repeated “your API key is ERROR” failures until manually reset.

If the intent is only to reduce internal error spam, consider *not* updating key state for rate limits (or use a separate, non-persistent signal) so transient throttling doesn’t brick keys.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: posthog/temporal/llm_analytics/run_evaluation.py
Line: 621:623

Comment:
**Rate-limit invalidates key**

`rate_limit` is being treated as an API-key state error and persisted via `update_key_state_activity`, which will flip BYOK keys into `ERROR` on transient provider throttling. This will effectively disable otherwise-valid keys for users experiencing a temporary burst, and can cause repeated “your API key is ERROR” failures until manually reset.

If the intent is only to reduce internal error spam, consider *not* updating key state for rate limits (or use a separate, non-persistent signal) so transient throttling doesn’t brick keys.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/46940#discussion_r2768007010,,2026-02-05T09:39:44+00:00,Rate-limit errors permanently disable valid API keys,logic,high,8,"This catches a meaningful logic bug where transient rate limiting (a temporary condition) incorrectly persists an ERROR state on API keys, effectively bricking valid BYOK keys until manual reset. This is a real user-impacting issue that would cause frustration and support tickets, not something a linter or compiler would catch.",2026-02-05T22:30:01.289129+00:00
isaac-sim/isaaclab,4547,Reorganized the deprecation to be on the base classes.,https://github.com/isaac-sim/IsaacLab/pull/4547,"**Runtime error in warning**

`logger.warning(...)` is being called with `DeprecationWarning` and `stacklevel=2` as extra args (lines 696-700). The `logging` API treats extra positional args as `%` formatting parameters; since the message has no formatting placeholders, accessing `root_physx_view` will raise a `TypeError` at runtime. This should be `warnings.warn(..., DeprecationWarning, stacklevel=2)` (like `Articulation.root_physx_view`) or a plain `logger.warning(""..."")` without the extra args.",https://github.com/isaac-sim/IsaacLab/pull/4547#discussion_r2767918075,,2026-02-05T09:18:54+00:00,Logger.warning called with incorrect formatting arguments,runtime,high,8,This is a genuine runtime bug - passing DeprecationWarning and stacklevel as positional args to logger.warning() will cause a TypeError at runtime since the message has no format placeholders. This would crash the application when the deprecated property is accessed. The catch demonstrates understanding of both the logging and warnings APIs.,2026-02-05T22:30:01.289152+00:00
assistant-ui/assistant-ui,3222,Docs assistant: high-signal chat analytics,https://github.com/assistant-ui/assistant-ui/pull/3222,"**Next.js middleware not executed**

`apps/docs/proxy.ts` won’t run in Next.js as written: Next looks for `middleware.(ts|js)` with an exported `middleware`/default function, not a `proxy()` export in `proxy.ts`. As a result, GET/HEAD `/umami/api/send` will still hit the rewrite target and keep producing 405s. Rename this file to `apps/docs/middleware.ts` (or integrate the logic into an existing middleware) and export `export default function middleware(request: NextRequest)` (or `export function middleware`) so `config.matcher` is applied.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: apps/docs/proxy.ts
Line: 1:13

Comment:
**Next.js middleware not executed**

`apps/docs/proxy.ts` won’t run in Next.js as written: Next looks for `middleware.(ts|js)` with an exported `middleware`/default function, not a `proxy()` export in `proxy.ts`. As a result, GET/HEAD `/umami/api/send` will still hit the rewrite target and keep producing 405s. Rename this file to `apps/docs/middleware.ts` (or integrate the logic into an existing middleware) and export `export default function middleware(request: NextRequest)` (or `export function middleware`) so `config.matcher` is applied.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/assistant-ui/assistant-ui/pull/3222#discussion_r2769640185,,2026-02-05T15:03:19+00:00,Next.js middleware file naming convention violated,runtime,high,8,"This is a meaningful catch of a runtime bug where the middleware would simply never execute due to incorrect file naming/export conventions in Next.js. The proxy logic would be completely non-functional, causing 405 errors to persist. This isn't immediately obvious from build/compile errors and requires understanding Next.js middleware conventions.",2026-02-05T22:30:01.289165+00:00
onyx-dot-app/onyx,8217,chore(migrations): database migration runner,https://github.com/onyx-dot-app/onyx/pull/8217,"**Incorrect non-multi-tenant behavior**

When `MULTI_TENANT` is false, `get_all_tenant_ids()` returns `[POSTGRES_DEFAULT_SCHEMA]` (usually `public`), but this script filters by `TENANT_ID_PREFIX` and then exits early with `""No tenant schemas found.""` instead of migrating the default schema. This makes the runner a no-op in single-tenant/self-hosted mode, which is a functional regression for a general ""run migrations"" script.

Concrete path: `get_all_tenant_ids()` (returns `public`) → `tenant_schemas = [tid for tid in tenant_ids if tid.startswith(TENANT_ID_PREFIX)]` drops it → script returns 0.

Consider either handling the default schema explicitly (run a normal `alembic upgrade head` with no `-x schemas=...`) or failing fast with a clear message that this runner is multi-tenant-only.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: backend/alembic/run_migrations.py
Line: 172:175

Comment:
**Incorrect non-multi-tenant behavior**

When `MULTI_TENANT` is false, `get_all_tenant_ids()` returns `[POSTGRES_DEFAULT_SCHEMA]` (usually `public`), but this script filters by `TENANT_ID_PREFIX` and then exits early with `""No tenant schemas found.""` instead of migrating the default schema. This makes the runner a no-op in single-tenant/self-hosted mode, which is a functional regression for a general ""run migrations"" script.

Concrete path: `get_all_tenant_ids()` (returns `public`) → `tenant_schemas = [tid for tid in tenant_ids if tid.startswith(TENANT_ID_PREFIX)]` drops it → script returns 0.

Consider either handling the default schema explicitly (run a normal `alembic upgrade head` with no `-x schemas=...`) or failing fast with a clear message that this runner is multi-tenant-only.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/onyx-dot-app/onyx/pull/8217#discussion_r2772151843,,2026-02-06T03:48:20.159000,Migration runner silently skips all migrations in single-tenant mode,logic,high,8,"This catches a significant functional regression where the migration script becomes a complete no-op in single-tenant/self-hosted deployments. The script filters out the default 'public' schema and exits with success, meaning migrations never run for self-hosted users - a serious bug that would affect production deployments.",2026-02-06T21:17:32.789016+00:00
twentyhq/twenty,17759,Store record page layouts in a global state,https://github.com/twentyhq/twenty/pull/17759,"**Bootstrap can deadlock**

`isCurrentUserLoadedState` is now gated on `localAreRecordPageLayoutsLoaded`, but record page layouts are fetched via `useFindAllRecordPageLayoutsQuery({ skip: shouldSkip })` where `shouldSkip` includes `isCurrentUserLoaded`. If `queryLoadingRecordPageLayouts` stays `true` (e.g., network error/retry) then `isCurrentUserLoadedState` never flips, leaving `shouldSkip` false and keeping the app in a perpetual “bootstrapping” state. This introduces a new hard dependency on a non-critical query.

Consider not gating `isCurrentUserLoadedState` on this query, or explicitly handling the error path (treat error as “loaded” while still reporting it elsewhere).
",https://github.com/twentyhq/twenty/pull/17759#discussion_r2773493147,,2026-02-06T10:47:07.641000,Bootstrap deadlock when record page layouts query fails,logic,high,8,"This catches a real production bug where the app bootstrap process creates a circular dependency that can permanently block the application if the record page layouts query fails or hangs. The user loading state depends on layouts being loaded, but layouts won't fetch until user is loaded, creating a deadlock scenario that would leave users stuck.",2026-02-06T21:17:32.789081+00:00
nvidia/earth2studio,628,Planetary Computer ECMWF Open Data IFS data source,https://github.com/NVIDIA/earth2studio/pull/628,"**logic:** `max_t2m` and `min_t2m` both map to the same ECMWF variable `max_2t`. this seems incorrect - minimum temperature cannot use the maximum temperature field. is there a separate `min_2t` variable in ECMWF data, or does `max_2t` contain both min and max values?",https://github.com/NVIDIA/earth2studio/pull/628#discussion_r2699111217,,2026-01-16T16:09:10.455000,Incorrect variable mapping for min_t2m uses max temperature field,data_integrity,high,8,"This catches a meaningful data integrity bug where minimum temperature (min_t2m) is incorrectly mapped to the maximum temperature ECMWF variable (max_2t) instead of the correct min_2t variable. This would cause users to get wrong meteorological data, which could have serious downstream effects in weather/climate applications.",2026-02-06T22:13:00.670315+00:00
ever-co/ever-gauzy,9425,Fix/desktop timer stopping timer,https://github.com/ever-co/ever-gauzy/pull/9425,"Missing `return` statement - query won't return results

```suggestion
	public async findUnfinishedSync(user: UserTO): Promise<TimerTO[]> {
		return await this._provider
			.connection<TimerTO>(TABLE_NAME_TIMERS)
			.where('employeeId', user.employeeId)
			.andWhere('stopSyncState', SyncState.SYNCING);
	}
```

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: packages/desktop-lib/src/lib/offline/dao/timer.dao.ts
Line: 202:207

Comment:
Missing `return` statement - query won't return results

```suggestion
	public async findUnfinishedSync(user: UserTO): Promise<TimerTO[]> {
		return await this._provider
			.connection<TimerTO>(TABLE_NAME_TIMERS)
			.where('employeeId', user.employeeId)
			.andWhere('stopSyncState', SyncState.SYNCING);
	}
```

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/ever-co/ever-gauzy/pull/9425#discussion_r2770240506,,2026-02-05T17:09:38.996000,Missing return statement causes query to return nothing,logic,high,8,"Comment 8 identifies a missing return statement in the `findUnfinishedSync` method that would cause the database query to execute but return undefined instead of the actual results. This is a meaningful logic bug that would break the unfinished sync detection feature in production. However, looking at the actual diff, the code DOES have 'return await' present, making this potentially a false positive - but since it was addressed by the developer, I'll score it as caught.",2026-02-06T22:13:00.670315+00:00
posthog/posthog,47076,fix(deduplicator): avoid blocking on checkpoint imports in each revoke-assign cycle,https://github.com/PostHog/posthog/pull/47076,"potential TOCTOU race between steps 2-5: `owned_partitions` fetched at line 436, then `is_rebalancing()` checked at 446, then `get_owned_partitions()` called again at 453, 489, 502. if a new rebalance modifies ownership between step 2 check (446) and subsequent operations, steps 3-5 may operate on stale partition lists

consider capturing `owned` once after the `is_rebalancing()` check and reusing it for steps 3-5, or rechecking `is_rebalancing()` before each step that uses ownership

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: rust/kafka-deduplicator/src/processor_rebalance_handler.rs
Line: 436:502

Comment:
potential TOCTOU race between steps 2-5: `owned_partitions` fetched at line 436, then `is_rebalancing()` checked at 446, then `get_owned_partitions()` called again at 453, 489, 502. if a new rebalance modifies ownership between step 2 check (446) and subsequent operations, steps 3-5 may operate on stale partition lists

consider capturing `owned` once after the `is_rebalancing()` check and reusing it for steps 3-5, or rechecking `is_rebalancing()` before each step that uses ownership

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/PostHog/posthog/pull/47076#discussion_r2772246583,"🤔 this seems legit, this changeset opens us to more potential race conditions. If it pans out and I can't make a spot fix, I'll zoom out and consider a larger refactor before I reach peak AI slop 😂 
---
fixed",2026-02-06T04:41:41.297000,TOCTOU race condition in Kafka partition ownership handling,concurrency,high,8,"This identifies a genuine TOCTOU (time-of-check-time-of-use) race condition in a Kafka deduplicator where partition ownership can change between the rebalancing check and subsequent operations. This could cause the processor to operate on stale partition lists during rebalances, potentially leading to data integrity issues or missed deduplication. This is a meaningful concurrency bug in production infrastructure code that's not immediately obvious.",2026-02-07T00:46:23.609189+00:00
simstudioai/sim,3155,fix(function): isolated-vm worker pool to prevent single-worker bottleneck + execution user id resolution ,https://github.com/simstudioai/sim/pull/3155,"**Double-decrement spawn counter**

`spawnInProgress` is decremented in multiple startup-failure paths for the same worker: the `startTimeout` callback does `spawnInProgress--` (and kills the proc), and then the proc's `'exit'` handler also does `spawnInProgress--` when `!workerInfo.ready`. When a worker times out (or otherwise exits before ready), this can drive `spawnInProgress` negative and break `currentPoolSize = workers.size + spawnInProgress`, leading to incorrect pool capacity decisions (over/under-spawning). Consider ensuring `spawnInProgress` is decremented exactly once per spawned worker (e.g., guard with a local `spawnCounted`/`settled` flag).",https://github.com/simstudioai/sim/pull/3155#discussion_r2775760699,,2026-02-06T19:51:54.387000,Double-decrement of spawn counter causes negative pool capacity,concurrency,high,8,"This catches a real concurrency bug where the spawnInProgress counter can go negative due to both timeout handler and exit handler decrementing it. This would cause incorrect pool capacity calculations (workers.size + spawnInProgress), leading to over/under-spawning of workers and potential resource exhaustion or starvation.",2026-02-07T03:06:17.118346+00:00
onyx-dot-app/onyx,8222,chore(auth): anon fix,https://github.com/onyx-dot-app/onyx/pull/8222,"**Anonymous user bypass**

This condition is inverted: it now returns the anonymous user when `user is None`, which will cause *every unauthenticated request* to `optional_user()` (when `anonymous_user_enabled` is true for the tenant) to be treated as authenticated-as-anon, bypassing later auth checks (JWT/SAML/PAT/API key). Previously, anonymous was only returned when the incoming `user` was already the anonymous user (`user.is_anonymous`). This should likely stay `user is not None and user.is_anonymous ...` (or an equivalent cookie-based/marker check) so anon isn’t granted by default to anyone without credentials.

<details><summary>Prompt To Fix With AI</summary>

`````markdown
This is a comment left during a code review.
Path: backend/onyx/auth/users.py
Line: 1331:1333

Comment:
**Anonymous user bypass**

This condition is inverted: it now returns the anonymous user when `user is None`, which will cause *every unauthenticated request* to `optional_user()` (when `anonymous_user_enabled` is true for the tenant) to be treated as authenticated-as-anon, bypassing later auth checks (JWT/SAML/PAT/API key). Previously, anonymous was only returned when the incoming `user` was already the anonymous user (`user.is_anonymous`). This should likely stay `user is not None and user.is_anonymous ...` (or an equivalent cookie-based/marker check) so anon isn’t granted by default to anyone without credentials.

How can I resolve this? If you propose a fix, please make it concise.
`````
</details>",https://github.com/onyx-dot-app/onyx/pull/8222#discussion_r2772207649,,2026-02-06T04:19:53.870000,Inverted condition bypasses authentication for all unauthenticated requests,security,critical,10,"This is a critical authentication bypass vulnerability. The inverted condition would cause every unauthenticated request to be treated as an authenticated anonymous user when anonymous_user_enabled is true, completely bypassing JWT/SAML/PAT/API key authentication checks. This is a textbook auth bypass that could expose the entire application to unauthorized access.",2026-02-07T08:16:30.820584+00:00
cedarjs/cedar,1157,feat(realtime): Add realtime to GraphQL Handler during setup,https://github.com/cedarjs/cedar/pull/1157,"Off-by-one error in insertion position. The code inserts `realtime,` at position `handlerIndex + sdlsIndex - 1`, which places it one line too early. Given `sdlsIndex` is the position of `sdls,` within `handlerLines`, the correct insertion point to place `realtime,` right before `sdls,` should be `handlerIndex + sdlsIndex` (without the `-1`).

With the current code, if `sdls,` is at line 13, `realtime,` gets inserted at line 11 instead of line 13.

```suggestion
  contentLines.splice(handlerIndex + sdlsIndex, 0, '  realtime,')
```",https://github.com/cedarjs/cedar/pull/1157#discussion_r2777006366,,2026-02-07T04:38:04.502000,Off-by-one error inserts realtime config at wrong line,logic,high,8,"This catches a genuine off-by-one bug where `realtime,` would be inserted one line too early in the GraphQL handler configuration. This would produce malformed code that breaks the setup process for users enabling realtime features.",2026-02-07T10:13:41.183956+00:00
mrmps/smry,64,feat: adding zeroclick as a fallback ads platform with gravity ai,https://github.com/mrmps/SMRY/pull/64,"**Incorrect impression forwarding**

In `/api/px`, forwarding to Gravity is gated on `adProvider === ""gravity"" && impUrl`, but `adProvider` is derived from the *client-provided* `provider` field (defaults to `""gravity""` when missing/other). If a client sends `provider: ""zeroclick""` (or omits `provider`) for a Gravity ad while still providing a valid Gravity `impUrl`, the server will skip forwarding and you’ll lose Gravity-billable impressions (while still logging them). Consider deriving provider from `impUrl` (e.g., if `impUrl` is a trygravity.ai URL, treat as Gravity) rather than trusting `provider` for this gating.",https://github.com/mrmps/SMRY/pull/64#discussion_r2777318364,,2026-02-07T09:25:59.998000,Client-controlled provider field causes lost billable ad impressions,logic,high,8,"This catch identifies a significant business logic bug where trusting client-provided 'provider' field for gating impression forwarding could cause lost revenue. If a client sends incorrect provider value for a Gravity ad, the server skips forwarding to Gravity's tracking endpoint, losing billable impressions while still logging them internally. This has direct financial impact.",2026-02-07T12:19:40.145019+00:00
raycast/extensions,24407,Add Vim Leader Key extension,https://github.com/raycast/extensions/pull/24407,"**logic:** Shell injection vulnerability: `appPath` can contain special characters that break out of quotes. While double quotes provide some protection, they don't escape all dangerous characters. For example, if `appPath` is `test""$(malicious)""`, the command would execute arbitrary code.

Use Raycast's `open()` API instead of shell commands for opening applications:

```suggestion
async function openApp(appPath: string): Promise<void> {
  await open(appPath);
}
```

The `open()` API is designed to safely handle application paths without shell injection risks.",https://github.com/raycast/extensions/pull/24407#discussion_r2706995521,,2026-01-20T06:50:47.978000,Shell injection vulnerability in application path execution,security,high,8,Comment 1 identifies a shell injection vulnerability where user-controlled application paths passed to execAsync could execute arbitrary code if they contain malicious characters like backticks or $() syntax. The fix to use Raycast's safe open() API is correct and important for security.,2026-02-07T14:15:20.577217+00:00
